TAG,LU1,LU2,LU3,cbc_Onbeb,cbc_Groen,cbc_Natuur,Alle_gewgemSCORE,RL_gewgemSCORE,RL/ALL,Rlpercent
FS2455,3.551379448,3.590263894,3.6247501,1.430209398,0.037073765,0.003315114,17.53348368,51.4508439,2.934433616,11.47505269
FS2456,3.643542583,3.681927229,3.695021991,1.776239038,0.06835378,0.001441933,16.27547347,59.57384804,3.660345006,13.28672172
FS2457,3.468512595,3.536885246,3.580767693,1.787001133,0.107129067,0.008392833,20.26375733,62.160306,3.067560718,13.86357798
FS2458,2.744202319,2.769392243,2.793782487,2.396686792,0.38076672,0.189639196,24.47216942,145.4988667,5.945482977,32.45053016
FS2459,3.75079968,3.764694122,3.821271491,1.814449906,0.05035403,0.031740975,15.92908593,40.93206833,2.569643262,9.12905611
FS2460,3.511395442,3.556077569,3.593062775,1.496148348,0.14574495,0.027496725,18.46235061,89.45158624,4.845081113,19.95033682
FS2461,3.600659736,3.62744902,3.783386645,2.509298325,0.146893695,0.03114615,18.52651336,78.03731831,4.212196693,17.40461908
FS2462,4.031287485,4.053878449,4.172131148,3.678357601,0.004286426,0.000252869,11.38741554,37.5787544,3.300024863,8.381168395
FS2463,4.068072771,4.073270692,4.18912435,5.003849983,0.003304349,0.000228419,10.39478157,32.81010731,3.156401806,7.317619726
FS2464,3.960615754,3.967712915,4.043882447,4.492938995,0.000514454,0.000155588,14.18778611,113.1273791,7.973575172,25.23073554
FS2465,4.091454273,4.098250875,4.163618191,3.843915224,0.001117541,0.000178291,14.02830315,68.25692584,4.865658028,15.22330367
FS2466,4.118652539,4.12235106,4.167333067,9.362542152,0.001557617,0.0000746,8.417239097,26.18421035,3.11078372,5.839849664
FS2467,4,4.016193523,4.131247501,6.030745029,0.02862782,0.0138043,16.87514713,136.8091475,8.107138059,30.51246701
FS2468,4.110055978,4.119352259,4.161335466,5.339033127,0.009779838,0.000136375,15.14823002,102.5450129,6.769438588,22.87055638
FS2469,4.382447021,4.383246701,4.389544182,1.679622054,0.002864465,0.001281867,12.86725265,41.48347508,3.223957453,9.252036047
FS2470,3.184607696,3.213593203,3.247176412,0.832511842,0.175573409,0.074661292,26.89703484,176.8817657,6.576255218,39.44984043
FS2471,2.282087165,2.292982807,2.292982807,4.235124588,2.300872326,1.697698474,31.00768318,283.7111227,9.149703998,63.27593167
FS2472,3.344662135,3.352758896,3.352758896,5.452776432,0.501003206,0.299941152,24.35719556,186.7957488,7.669017079,41.66095048
FS2473,3.60189905,3.618290855,3.618290855,1.960788965,0.00866029,0.005006207,19.67812223,70.12581216,3.563643489,15.64012033
FS2474,3.057771114,3.084857571,3.084857571,1.093040943,0.681455553,0.499675602,26.03730275,198.8274289,7.63625291,44.34436932
FS2475,3.523890444,3.538084766,3.538084766,11.84466457,0.356119215,0.272859812,26.20565145,197.6241409,7.541279455,44.07600067
FS2476,4.083166733,4.088264694,4.108956417,31.48885155,0.007027259,0.003558407,17.26319157,163.589363,9.476194615,36.48524334
FS2477,3.985508695,3.988506896,3.988506896,32.63263321,0.033646975,0.012660105,23.32563698,210.8083679,9.037625342,47.01647137
FS2478,3.944227886,3.948825587,3.968115942,29.24262238,0.048344072,0.017146109,22.34429528,213.3587512,9.5486901,47.58528192
FS2479,3.364817591,3.378310845,3.379710145,16.2841301,0.219874516,0.052682381,23.62377568,203.7793178,8.626026619,45.44878631
FS2480,3.855372314,3.91884058,3.928735632,4.306536198,0.164640099,0.002471894,19.71954745,94.86492182,4.810704814,21.15767
FS2481,3.660769615,3.686856572,3.818290855,6.191879272,1.988696098,0.521992087,21.48270086,201.209561,9.366120318,44.8756549
FS2482,3.859284429,3.867679392,3.883969618,9.709323883,1.388175726,0.815837741,21.65808771,214.9374691,9.924120356,47.9373825
FS2483,4.007196402,4.034282859,4.043578211,12.87691021,0.002518091,0.000777701,17.00714533,123.9400178,7.287526238,27.64227226
FS2484,4.032380572,4.049670198,4.049670198,5.197810173,0.00323392,0.000312562,16.00454705,87.47552298,5.465666895,19.50961655
FS2485,3.691823271,3.701019592,3.701019592,4.961782455,0.016815124,0.000594702,16.13834866,135.27455,8.38218041,30.17020658
FS2486,3.331234383,3.339430285,3.339430285,3.672393322,0.980554283,0.340758085,22.26629114,215.8670556,9.694791747,48.14470765
FS2487,3.043882447,3.054178329,3.054178329,3.732145071,0.903234124,0.617966771,28.84652083,265.7913514,9.213982961,59.27929517
FS2488,3.69328403,3.72156706,3.72156706,1.747448325,0.074533224,0.020479081,22.33367152,168.8089051,7.558493238,37.64935489
FS2489,3.896162303,3.942534479,3.942534479,5.200541973,0.23687607,0.014304568,23.91707836,154.5843933,6.463347696,34.47687004
FS2490,4.194822071,4.198020792,4.229708117,19.02231026,0.0000678,0.00000361,12.6614605,105.833857,8.358740051,23.60406542
FS2491,4.238856686,4.244553268,4.263941635,15.88076115,0.000331251,0.000208475,14.65951772,131.7057355,8.984315721,29.3742559
FS2492,3.749625187,3.750424788,3.847776112,19.85395813,0.047596846,0.043514363,22.71021926,228.4311583,10.0585184,50.94687238
FS2493,3.605397301,3.611794103,3.657071464,19.72729111,0.10480842,0.094436377,23.39821488,211.4028676,9.034999837,47.14906231
FS2494,3.88896662,3.893164102,4.015690586,18.66510391,0.000927553,0.000765431,13.44756611,64.4396004,4.791915493,14.37192773
FS2495,3.72003998,3.747526237,3.872663668,12.19968796,0.010895672,0.00371999,20.25851371,121.9348835,6.018945184,27.19506829
FS2496,3.843656557,3.860316104,3.925993165,,,,14.11359644,103.0258664,7.299759978,22.97780087
FS2499,4.061896024,4.068746177,4.17969419,,,,18.23871082,177.3966187,9.726379262,39.5646678
FS2529,3.839559165,3.845475638,4.004640371,,,,13.65143398,78.12964846,5.723182528,17.42521142
FS2530,3.912226332,3.923922823,4.047885634,10.56024265,0.013131759,0.0000204,17.21231603,84.4399662,4.90578758,18.83259803
FS2531,3.945421831,3.952319072,4.039784086,2.427155972,0.004766424,0.00109919,14.89549186,84.60207215,5.67970987,18.86875243
FS2532,3.908036785,3.920131947,3.987105158,1.933786273,0.007634857,0.001088804,14.52957352,59.61387191,4.102933361,13.29564822
FS2533,3.910517896,3.923215357,4.00179964,3.765324116,0.036072914,0.001866597,17.1506245,76.45968516,4.458128341,17.05276045
FS2534,3.915816837,3.924315137,4.033093381,3.003372908,0.040959187,0.000888532,14.47240538,55.17491292,3.812421742,12.30562971
FS2535,3.55063481,3.635909227,3.66350095,2.934569359,0.153357655,0.030366207,19.94734782,84.54969863,4.238643622,18.85707159
FS2536,3.382247101,3.410335866,3.458016793,2.947501898,0.413511604,0.06556908,23.00995745,100.2969821,4.358851265,22.36917935
FS2537,3.505597761,3.519892043,3.742802879,2.595845222,0.344555944,0.119913481,19.96756804,75.06544381,3.759368375,16.74180359
FS2538,3.455263421,3.472958113,3.642107368,2.843235016,0.201394096,0.098640814,20.2214079,104.8372512,5.184468449,23.38179301
FS2539,3.849960016,3.884546182,4.023190724,8.911652565,0.895698845,0.001357557,16.74640993,49.6660776,2.965774623,11.07699727
FS2540,3.599320204,3.617914626,3.687993602,11.17127132,0.928703845,0.001992732,19.1342217,99.43735302,5.19683291,22.17745675
FS2541,3.492602959,3.527089164,3.705017993,13.3131094,1.090125799,0.059080429,18.99948885,77.98775662,4.104729196,17.39356537
FS2542,3.315736853,3.352729454,3.479504099,10.87612247,2.631707668,0.746035159,19.58263634,60.0711321,3.067571243,13.39763071
FS2543,3.121751299,3.128448621,3.358956417,9.42645359,2.66244626,1.914371729,20.55440268,94.9784982,4.620834752,21.18300088
FS2544,2.820871651,2.830367853,2.87534986,8.972744942,3.253440142,2.483987093,21.4289851,99.22670617,4.630490231,22.1304763
FS2545,3.239628112,3.276816955,3.469259222,2.425787926,0.423352867,0.16185911,20.77576876,112.9604853,5.437126613,25.19351331
FS2546,3.379848061,3.420031987,3.596961216,3.31870532,0.193689883,0.014171372,18.09158498,87.39324306,4.830601806,19.4912657
FS2547,3.507596961,3.530887645,3.612854858,0.891601384,0.300915927,0.020224562,23.01389884,140.6466557,6.111378896,31.36834428
FS2548,2.425329868,2.453318673,2.56247501,1.626446247,0.903176904,0.63424772,22.68005653,132.8773165,5.858773603,29.63555294
FS2549,3.040987704,3.077376787,3.102969109,1.010601401,0.343749374,0.188779473,22.24399802,127.1580978,5.716512727,28.35999882
FS2550,3.582225332,3.641507548,3.682595221,1.152331591,0.104347929,0.004411256,20.03266232,162.9786521,8.135646154,36.34903685
FS2551,3.075877237,3.134159752,3.139658103,2.261734962,0.924680769,0.012229411,20.81710642,113.4712981,5.450867946,25.30743961
FS2552,3.017393043,3.06067573,3.116353459,3.29429841,1.38405025,0.015086317,22.6196643,131.2743732,5.803550901,29.27804939
FS2553,3.698920432,3.726609356,3.746101559,0.73892653,0.392460108,0.005605328,22.70375978,120.9301935,5.326439089,26.97099285
FS2554,3.291712486,3.346396081,3.346396081,1.168699145,0.096070893,0.040241536,23.24424875,110.4013191,4.749618725,24.62274393
FS2555,3.566673331,3.617253099,3.655437825,3.230178118,0.092697762,0.004507468,17.82436758,77.94207774,4.372782226,17.38337763
FS2556,3.345361855,3.368052779,3.454118353,3.383431435,0.089149408,0.025092013,20.49788155,111.572351,5.443116194,24.88391851
FS2557,3.792183127,3.828868453,3.904938025,1.404089928,0.042924326,0.006718313,15.15140424,46.33404519,3.058069367,10.33385596
FS2558,2.808176729,2.839764094,2.863554578,2.034759521,0.516518652,0.337321192,25.33669057,140.480355,5.544542397,31.33125434
FS2559,3.890543782,3.895441823,3.905937625,0.78129077,0.072834425,0.016119612,12.77507045,29.75151427,2.328872813,6.635463445
FS2560,3.386245502,3.416633347,3.542582967,3.023517847,0.301492274,0.078586482,18.09530925,73.61739975,4.068313988,16.41884714
FS2561,3.642642943,3.672031188,3.871551379,3.227883816,0.254916161,0.124871239,16.41313309,100.6150002,6.130151971,22.44010673
FS2562,4.06397441,4.090763695,4.140343862,1.510739803,0.006696292,0.000094,11.7924196,30.12572478,2.554668659,6.718923403
FS2563,4.116441779,4.139730135,4.171814093,0.759661734,0.004236312,0.000133243,12.39819733,25.33745476,2.043640223,5.650998242
FS2564,3.933626549,3.942423031,3.994002399,1.603561997,0.014531978,0.004606807,22.7475973,142.4318672,6.261402701,31.76649899
FS2565,4.227908836,4.230007997,4.397241104,5.670042992,0.006517493,0.00042478,13.27518586,68.63580916,5.170233386,15.3078058
FS2566,4.452718912,4.452818872,4.488404638,10.07606125,0.000612865,0.000190364,9.559041068,41.17105099,4.307027316,9.182356279
FS2567,4.073070772,4.078468613,4.331767293,8.762102127,0.023659816,0.008765374,9.532623782,59.49875215,6.241592401,13.26997313
FS2568,3.635882059,3.644077961,3.663768116,4.27233696,0.119551815,0.028876195,23.13752555,191.64767,8.282980373,42.74307174
FS2569,4.49710116,4.505997601,4.505997601,0.058050714,0.001289294,0,13.40784352,28.48462244,2.124474559,6.352909275
FS2570,3.346226887,3.364717641,3.423488256,0.677270651,0.218578458,0.127512738,31.10655126,295.3288457,9.494104415,65.86702587
FS2571,2.363854458,2.37554978,2.37554978,4.710370541,2.582845211,1.858764052,31.30909785,254.5175564,8.129188443,56.76490704
FS2572,2.801179528,2.806077569,2.848260696,5.713677406,1.682450533,1.249079943,24.47505953,244.1412445,9.975103195,54.45068405
FS2573,3.740729635,3.745727136,3.773613193,4.718378067,0.189135253,0.113545664,25.78279988,197.7716021,7.670679792,44.10888885
FS2574,3.414892554,3.423388306,3.435882059,3.559223175,0.321312279,0.272144288,24.61761608,193.8556203,7.874670709,43.23550964
FS2575,3.145341863,3.164334266,3.164334266,25.61572838,0.274378091,0.238482684,20.2529785,150.6225376,7.437056114,33.59325959
FS2576,3.380547781,3.409136345,3.409136345,30.0324688,0.054299228,0.036911607,24.01597772,202.2433007,8.421197884,45.10620928
FS2577,3.660969515,3.665267366,3.665267366,30.89379311,0.171519428,0.114681743,29.3241144,238.6786854,8.13933141,53.23237258
FS2578,2.842762895,2.854158337,2.854158337,28.95615387,0.306203187,0.163157493,29.7743196,210.4207163,7.067188073,46.93001367
FS2579,3.393303348,3.417591204,3.417591204,19.73864174,0.107191063,0.037702072,29.64091413,219.1836225,7.394631,48.88439969
FS2580,3.30957617,3.334566174,3.334566174,9.167728424,3.460301399,0.026049314,25.83572136,181.9734266,7.043481544,40.58543068
FS2581,3.020191923,3.050279888,3.050279888,11.37464809,5.659490108,1.542878389,26.92458418,244.8946398,9.095577415,54.61871337
FS2582,2.996401799,3.020989505,3.057371314,14.88145447,6.244166851,3.443924904,27.13920279,221.2929461,8.153995821,49.35484094
FS2583,3.496001599,3.527888844,3.576669332,14.70199585,1.828274012,1.038642049,27.79350722,217.48509,7.825032237,48.50557693
FS2584,3.597641415,3.642614431,3.642614431,14.28607273,1.680826783,0.446271122,22.69149918,170.52389,7.514879853,38.03184701
FS2585,3.339230385,3.381009495,3.381009495,5.513366222,0.788681686,0.426913887,30.50304732,294.3121564,9.648614885,65.64027422
FS2586,2.733459924,2.741754947,2.741754947,5.623558998,1.740450859,1.387898922,28.8117137,287.5676843,9.98092954,64.13605843
FS2587,2.474510196,2.480707717,2.480707717,3.362607002,1.246710777,1.006820679,32.98822417,312.5748957,9.47534775,69.71340266
FS2588,2.44047976,2.450774613,2.450774613,3.231020689,0.777976751,0.505754948,33.44823015,364.2108753,10.88879363,81.22974606
FS2589,3.536777933,3.559664201,3.559664201,7.584656239,0.799457669,0.150325224,29.62386488,259.8438938,8.771437992,57.95283707
FS2590,3.690754623,3.708245877,3.708245877,18.67743301,0.100795969,0.047330569,22.93822699,228.6970934,9.970129489,51.00618373
FS2591,4.123738131,4.132933533,4.314642679,19.37793732,0.000546757,0.000448336,15.00184912,110.8905249,7.391790435,24.73185121
FS2592,3.807496252,3.812593703,3.830184908,18.73031235,0.083332941,0.066994615,21.8238756,204.1081394,9.352515709,45.5221232
FS2593,4.419290355,4.426686657,4.435782109,17.6557312,0.012826498,0.009089596,13.06185155,102.9216545,7.879560877,22.95455854
FS2594,3.858085149,3.864981011,3.918548871,19.50061035,0.000762812,0.000657406,14.61435307,118.4502157,8.105060494,26.41788479
FS2595,3.987906047,4.006896552,4.045877061,9.994568825,0.010289285,0.003822309,14.51372181,97.05056766,6.686814653,21.64513336
FS2596,3.492753623,3.498050975,3.590304848,16.80405235,0.794188678,0.754822969,21.88648211,211.2601737,9.652541357,47.11723737
FS2599,4.254242455,4.258002236,4.316228026,,,,12.95756978,123.665639,9.543891416,27.58107771
FS2629,3.830432173,3.843137255,4.047418968,,,,14.36293228,75.93673885,5.286994144,16.93612803
FS2630,3.897141144,3.906837265,3.992403039,4.099416733,0.024882358,0.001177039,14.11969132,53.42838653,3.783962787,11.91610291
FS2631,3.611655338,3.616353459,3.664934026,2.018907785,0.021236615,0.004348611,17.06222272,106.6512663,6.250725244,23.78637176
FS2632,3.825669732,3.829468213,3.87235106,1.497319221,0.006529929,0.0000199,12.60230012,60.90698972,4.833005811,13.58405156
FS2633,3.647241104,3.665933627,3.700919632,3.175051928,0.103309631,0.010161716,17.51525896,63.84191421,3.64493122,14.23862611
FS2634,3.297470253,3.312868713,3.332166783,2.43718791,0.207630366,0.111937493,21.10641586,120.6459586,5.716079861,26.9076001
FS2635,3.350294912,3.383484955,3.430570829,5.927271366,0.353936166,0.088992566,18.07171387,91.90796102,5.085735736,20.4981807
FS2636,3.515093962,3.607257097,3.701119552,5.489106655,0.518046737,0.01395129,19.82379842,51.83256595,2.614663691,11.56018794
FS2637,3.920131947,3.93492603,4.073670532,4.711321354,0.042031698,0.0000316,13.12414631,50.44649159,3.843792229,11.25105256
FS2638,3.917832867,3.932826869,4.047081168,3.58585763,0.001451169,0.0000388,10.20034702,64.83629406,6.356283166,14.46040209
FS2639,3.937906209,3.96190381,4.103589641,8.61204052,0.004634846,0.0000981,11.48213213,57.29046672,4.989532089,12.77746048
FS2640,3.841347596,3.859442167,4.074577627,13.26515293,0.002061891,0.000099,10.3498709,50.94391044,4.922178348,11.36199161
FS2641,4.039484206,4.050379848,4.216313475,13.56573296,0.00077517,0.00012508,8.721462929,55.32761319,6.343845482,12.33968636
FS2642,3.962211337,3.985204439,4.320903729,13.39184475,0.008016765,0.0000444,10.25217542,52.49721788,5.120593018,11.70842489
FS2643,3.307776889,3.325869652,3.354158337,8.355483055,2.538347006,1.300615668,21.36103829,86.20108249,4.035435044,19.2253788
FS2644,2.822071172,2.826869252,2.87664934,8.827630997,2.92276144,2.09048748,22.49529488,116.3053792,5.170209139,25.93952312
FS2645,3.055283415,3.093172048,3.22183345,3.100131989,0.604643404,0.206565157,24.17564257,185.2909214,7.664363865,41.32532967
FS2646,3.43892443,3.465213914,3.737305078,2.932360888,0.152628273,0.017927999,17.58351797,58.79085425,3.343520582,13.11209106
FS2647,3.645706288,3.677896631,3.794261721,1.653828859,0.256645679,0.012804258,18.09320594,68.66994099,3.795344022,15.3154182
FS2648,2.839548136,2.877836649,2.937618714,1.478041053,0.823553145,0.22364381,27.29976751,193.2856636,7.080121233,43.10839253
FS2649,3.358756497,3.389044382,3.591863255,1.13325119,0.170904517,0.072389886,19.05044454,98.94452007,5.193816862,22.0675405
FS2650,3.171831267,3.241303479,3.263794482,1.653592944,0.442868859,0.088252261,28.23423439,277.4141498,9.825453241,61.87152135
FS2651,2.990703719,3.033086765,3.050579768,2.944126844,1.387815475,0.07048998,22.46582761,158.9791547,7.07648779,35.4570312
FS2652,3.263694522,3.295181927,3.306077569,1.617621064,0.709565163,0.009881139,18.32742585,100.875963,5.504098821,22.49830912
FS2653,3.445321871,3.483606557,3.483606557,1.044160128,0.106532238,0.006464595,20.41784193,82.06798451,4.01942501,18.30357629
FS2654,3.77476757,3.806857943,3.806857943,1.067963123,0.040314853,0.002288653,17.95274607,59.25083198,3.300377098,13.21467963
FS2655,4.012994802,4.025189924,4.032087165,1.317903399,0.028204869,0.001636046,12.72674982,39.70760727,3.120011616,8.85596525
FS2656,3.733606557,3.74830068,3.753498601,2.557294369,0.02880393,0.012426151,15.40195259,72.39231385,4.700203655,16.14561692
FS2657,3.869252299,3.902239104,3.902239104,1.491555095,0.027710868,0.000784946,12.58671409,46.26999207,3.676097806,10.31957023
FS2658,2.913026092,2.940217935,2.943017095,1.799924493,0.37912935,0.180958912,26.26563187,183.2178068,6.975572021,40.86296411
FS2659,3.93782487,3.952818872,3.952818872,0.655948579,0.050379656,0.000895922,12.70906004,29.01675196,2.283154841,6.471589822
FS2660,3.967812875,3.985905638,4.012894842,0.907232225,0.140261799,0.034713186,16.35727385,47.27679252,2.890261114,10.54411637
FS2661,4.268392643,4.274090364,4.451719312,3.228613853,0.047345452,0.027475458,12.56409247,66.3739365,5.28282776,14.80334162
FS2662,3.860155938,3.87744902,3.918832467,1.540888309,0.001827409,0.000115204,12.97227062,62.36110476,4.807262087,13.90836202
FS2663,3.975709716,3.979108357,4.075769692,1.591923118,0.003213015,0.000639944,14.7296107,71.46009972,4.851458818,15.93770573
FS2664,4.165633747,4.174730108,4.208116753,1.984357595,0.002830048,0.0000442,11.77684575,58.42209374,4.960759016,13.02984661
FS2665,4.391843263,4.393342663,4.489204318,7.668652058,0.000560956,0.000273751,12.40806894,93.22924217,7.513598014,20.79286529
FS2666,4.130847661,4.131147541,4.222510996,9.885359764,0.013570113,0.002996582,11.29958262,90.65426887,8.022798004,20.21857045
FS2667,4.085057471,4.085757121,4.309745127,9.42159462,0.000514243,0.0000227,12.41837388,64.7955791,5.217718498,14.45132146
FS2668,4.044582167,4.052978808,4.102858856,5.206381798,0.024653418,0.001978938,15.63975812,78.29243579,5.005987638,17.46151779
FS2669,3.962015194,4.013094762,4.033086765,0.137394994,0.037155431,0.001136715,14.45609575,41.58659391,2.876751416,9.275034582
FS2670,3.574370252,3.637744902,3.641643343,0.185704798,0.118208349,0.007893752,28.13863011,235.486913,8.368812272,52.52051336
FS2671,3.331734133,3.372013993,3.372013993,3.642557144,0.952644825,0.334885478,24.91788609,172.1239507,6.907646582,38.38870763
FS2672,2.855857657,2.868952419,2.868952419,5.31857729,1.872267485,1.283081055,30.31022428,263.4782224,8.692717679,58.76339933
FS2673,3.161535386,3.165933627,3.230207917,5.713154793,1.583461285,1.133171082,28.09622795,302.7326282,10.77484952,67.51828731
FS2674,3.81107557,3.834866054,3.87465014,6.70170927,0.029758587,0.014978809,20.22199885,143.5580643,7.099103575,32.0176741
FS2675,3.666166917,3.676361819,3.690354823,31.4318943,0.166215569,0.10063573,20.92264452,169.8724151,8.119069983,37.88654891
FS2676,3.404357386,3.420847492,3.420847492,25.57603645,0.044474527,0.0261326,25.08861782,237.8607054,9.480821427,53.04993895
FS2677,3.773790484,3.805177929,3.805177929,24.17786217,0.00995156,0.003337346,22.88884916,176.89805,7.728568997,39.45347231
FS2678,3.879648141,3.893242703,3.911035586,20.76913071,0.013190146,0.005531268,18.60401322,163.9453363,8.812363999,36.56463587
FS2679,3.517441279,3.548325837,3.557521239,8.276008606,0.077491827,0.027830796,24.69330616,136.7077685,5.536227818,30.48985649
FS2680,3.042882847,3.051379448,3.088064774,8.506118774,3.068101406,0.459293991,29.38095509,213.89082,7.279913786,47.70394893
FS2681,2.585407296,2.595102449,2.614692654,14.19166088,6.594742298,3.826345921,30.89305914,260.9086722,8.445543417,58.19031399
FS2682,2.83409954,2.839896062,2.839896062,15.36778259,5.515748024,3.831818819,24.85654211,208.7443151,8.397962763,46.55612684
FS2683,2.87906047,2.899050475,2.91954023,14.76675892,5.056454182,3.331514597,31.55381149,289.5650084,9.176863101,64.58152048
FS2684,3.31407437,3.333766493,3.344262295,15.52595425,4.853940487,2.955521107,25.27626214,216.9737741,8.584092575,48.39153845
FS2685,3.738630685,3.782408796,3.782408796,7.173176289,1.015532851,0.284125328,25.92964183,238.833634,9.210834287,53.26693067
FS2686,3.365217391,3.392403798,3.392403798,3.377127886,0.699305296,0.119163901,28.09030974,270.9818371,9.646808443,60.43692628
FS2687,3.663668166,3.677161419,3.677161419,0.7144894,0.269544631,0.185517311,26.86362592,221.5895086,8.248682037,49.42098311
FS2688,2.395602199,2.424687656,2.424687656,3.943596363,0.725482404,0.326990962,28.80037829,334.0174998,11.59767752,74.49573456
FS2689,2.968415792,2.992503748,2.992503748,7.685267448,1.172801256,0.570490301,33.94600392,396.9327816,11.69306357,88.52769437
FS2690,3.418690655,3.43988006,3.489355322,13.63416862,0.587784529,0.327291101,29.14864996,223.7497484,7.676161629,49.90278017
FS2691,4.12023988,4.141229385,4.177911044,18.66965866,0.006338171,0.00522038,23.59378802,192.9291751,8.177117421,43.02888509
FS2692,2.818608835,2.824605237,2.827103738,19.14209557,0.456037104,0.417062074,26.47628742,269.2551148,10.16967034,60.05181637
FS2693,3.678193084,3.678792724,3.77743354,19.19557381,0.124388173,0.116250619,20.71314898,192.0178666,9.270336772,42.82563648
FS2694,3.790583766,3.804878049,3.882646941,10.36771774,0.052282199,0.024085706,19.8692439,141.988419,7.146141027,31.667597
FS2695,3.24955027,3.294723166,3.300719568,9.586831093,0.18705745,0.090971857,20.7147517,183.7492853,8.870455602,40.98149944
FS2696,2.856571714,2.884457771,2.933333333,16.79133034,1.267975092,1.197652102,26.47645393,233.7059523,8.826935543,52.1233067
FS2699,3.797673407,3.800065232,3.816373125,,,,19.79071117,224.4718548,11.3422834,50.06383115
FS2727,4.001077752,4.00169361,4.084372594,,,,13.76499731,129.2293871,9.388260975,28.8219573
FS2728,3.99360064,3.99490051,4.04639536,6.594237804,0.0000197,0.0000191,12.43547656,98.45838141,7.917539869,21.95911727
FS2729,4.037092581,4.040891822,4.130073985,5.788470745,0.0000519,0.00000646,11.17585458,85.57606515,7.657227869,19.08598154
FS2730,3.822053384,3.825252424,4.047485754,5.136932373,0.009753603,0.000981556,11.24697504,49.92493366,4.438965452,11.13472979
FS2731,3.518892443,3.549480208,3.598060776,2.853604555,0.067946799,0.004597531,23.51924927,75.52314247,3.211120458,16.84388386
FS2732,4.128848461,4.136245502,4.201519392,2.723729849,0.002120422,0.001212845,14.10777448,62.71010258,4.445074075,13.98619881
FS2733,3.544191162,3.567586483,3.680563887,3.284444571,0.022558367,0.018218076,21.38238151,109.0063756,5.097952984,24.31163047
FS2734,3.840163934,3.869052379,3.985005998,3.423218966,0.028813317,0.009210667,20.24306688,102.1305721,5.045212401,22.77812388
FS2735,3.793461961,3.801159652,4.054983505,6.982214928,0.024270555,0.011933339,16.06732416,63.34433219,3.942431955,14.12765068
FS2736,3.785485806,3.825969612,3.884846062,5.971264839,0.185707733,0.012041964,20.32116685,73.72848462,3.628161964,16.44362234
FS2737,3.660201939,3.684694592,3.784264721,6.121798515,0.112645872,0.011773477,17.25570482,77.3349346,4.481702452,17.24796684
FS2738,3.874437669,3.88563431,3.974107768,4.111198902,0.019689672,0.002494691,16.19042512,74.63985854,4.610123452,16.64688555
FS2739,3.759296281,3.782886845,3.827469012,5.36423254,0.046104502,0.000145722,13.7566008,57.5069537,4.180317109,12.82574344
FS2740,3.867739678,3.882635209,4.079976007,5.115006924,0.006415115,0.000323363,11.61556896,64.83541196,5.581768074,14.46020536
FS2741,3.917632947,3.929228309,4.049980008,3.865971565,0.002161515,0.000230638,13.16516861,61.9066079,4.702302701,13.80699584
FS2742,3.8762495,3.885545782,3.987205118,4.173906326,0.001155398,0.0000781,11.43038118,77.73943146,6.801123271,17.33818155
FS2743,3.704159168,3.725554889,3.826834633,4.80245018,0.74723506,0.353104085,18.41722299,55.17796652,2.995998177,12.30631075
FS2744,3.026991902,3.052384285,3.134959512,9.220397949,2.944103003,2.08465457,21.79305013,77.568677,3.559330912,17.30009827
FS2745,3.105857657,3.161235506,3.224210316,4.545050144,0.637130201,0.092687406,20.59624554,68.64351539,3.332816909,15.30952452
FS2746,3.702389283,3.729081276,4.050784765,1.910655022,0.03951969,0.001142947,13.69700411,45.74656443,3.339895649,10.20283046
FS2747,3.157237105,3.181327469,3.331467413,1.542790771,0.678388596,0.283226252,23.1339026,183.1426413,7.916634061,40.84619997
FS2748,2.735579326,2.867039888,2.867039888,1.775626659,1.389547706,0.47345528,33.79454403,321.9534545,9.526787943,71.80509736
FS2749,4.389283215,4.397380786,4.398080576,0.024405338,0.015248994,0.001681675,17.1429529,50.63674585,2.953793675,11.29348486
FS2750,3.579768093,3.593762495,3.597960816,1.208971858,0.860331357,0.298604459,23.70632158,155.2900665,6.550576225,34.63425594
FS2751,2.717156569,2.74975005,2.805138972,2.131077766,1.351208806,0.414449275,29.90933229,284.7689964,9.521075014,63.51186862
FS2752,2.878648541,2.900839664,2.914934026,1.08845222,0.216225475,0.107823431,24.2443074,175.144216,7.224137735,39.06231569
FS2753,3.378486454,3.412776167,3.472658203,1.825458765,0.062583201,0.009735389,20.495428,99.69494274,4.864252786,22.23490684
FS2754,3.640243902,3.659936026,3.733906437,1.392745495,0.039951444,0.003317343,19.6163948,91.11203656,4.644688155,20.32066612
FS2755,3.531487405,3.576969212,3.592263095,1.666543722,0.017925421,0.001203779,19.95285095,65.94566231,3.305074672,14.70782387
FS2756,3.981305608,4.007697691,4.016994902,2.741549492,0.003964241,0.000410677,10.39355988,35.28316269,3.394713947,7.869183871
FS2757,3.778088764,3.802678928,3.81217513,2.419500589,0.005909836,0.001318173,14.95768385,58.2284992,3.892882066,12.98666933
FS2758,3.196721311,3.219412235,3.303478609,1.359955907,0.143741697,0.024193434,26.29727397,159.6586445,6.07130019,35.60857742
FS2759,3.730707717,3.765093962,3.829468213,0.629547417,0.078678459,0.002371082,15.77161103,62.41653302,3.957524245,13.92072415
FS2760,3.804878049,3.817672931,3.947720912,0.471342117,0.07722643,0.013459007,22.98453957,124.7524218,5.427666778,27.82346227
FS2761,4.133246701,4.148040784,4.190723711,0.224130318,0.00320024,0.001393763,16.67108152,50.38110958,3.022066056,11.23647045
